file,filename,chroma_stft,chroma_cqt,chroma_cens,mfcc,spectral_centroid,spectral_bandwidth,spectral_contrast,spectral_flatness,spectral_rolloff,rmse,zero_crossing_rate
/home/konstantis/Nextcloud/ΤΗΜΜΥ/Thesis/Data/ACE/script-output/Dev/Speech/Chromebook/Chromebook_Office_1_1_M8_s3_Fan_20dB.wav,Chromebook_Office_1_1_M8_s3_Fan_20dB.wav,0.33669752,0.4081946,0.25385016,-6.5222654,934.2504419825626,1041.0460848499413,19.191539120302497,1796.5472027972028,0.09617574,0.05599868881118881,0.0020083871
/home/konstantis/Nextcloud/ΤΗΜΜΥ/Thesis/Data/ACE/script-output/Dev/Speech/Chromebook/Chromebook_Building_Lobby_2_M7_s3_Ambient_20dB.wav,Chromebook_Building_Lobby_2_M7_s3_Ambient_20dB.wav,0.3763375,0.43928802,0.25431445,-6.390014,1095.385026748774,1344.2542117368005,18.17002575451926,2138.565340909091,0.10336601,0.07090139678030304,0.011837974
/home/konstantis/Nextcloud/ΤΗΜΜΥ/Thesis/Data/ACE/script-output/Dev/Speech/Chromebook/Chromebook_Building_Lobby_2_M8_s3_Ambient_10dB.wav,Chromebook_Building_Lobby_2_M8_s3_Ambient_10dB.wav,0.43100038,0.4964779,0.26696834,-2.4109087,1152.2908785159743,1263.7162823764118,17.355851871430936,2150.076486013986,0.097901374,0.08402193509615384,0.0098686535
/home/konstantis/Nextcloud/ΤΗΜΜΥ/Thesis/Data/ACE/script-output/Dev/Speech/Chromebook/Chromebook_Building_Lobby_2_M9_s4_Babble_0dB.wav,Chromebook_Building_Lobby_2_M9_s4_Babble_0dB.wav,0.41831064,0.55175996,0.27790913,-1.8749067,1452.5092783688044,1611.3693336282258,16.954343042020106,2974.556992337165,0.0776806,0.09806346284323116,0.022536336
/home/konstantis/Nextcloud/ΤΗΜΜΥ/Thesis/Data/ACE/script-output/Dev/Speech/Chromebook/Chromebook_Building_Lobby_1_M6_s3_Fan_10dB.wav,Chromebook_Building_Lobby_1_M6_s3_Fan_10dB.wav,0.43928152,0.54881614,0.27204233,-4.3767867,1451.12363734055,1572.3787577066735,17.103452466627225,3054.8052763819096,0.07083782,0.1075789101758794,0.02703324
/home/konstantis/Nextcloud/ΤΗΜΜΥ/Thesis/Data/ACE/script-output/Dev/Speech/Chromebook/Chromebook_Building_Lobby_1_M9_s3_Ambient_10dB.wav,Chromebook_Building_Lobby_1_M9_s3_Ambient_10dB.wav,0.43260497,0.527785,0.26828766,-2.9088914,1274.2022862058725,1548.9851090777152,16.292010495277037,2599.3709415584417,0.066993825,0.08200968952922078,0.019658122
/home/konstantis/Nextcloud/ΤΗΜΜΥ/Thesis/Data/ACE/script-output/Dev/Speech/Chromebook/Chromebook_Building_Lobby_1_M9_s4_Fan_10dB.wav,Chromebook_Building_Lobby_1_M9_s4_Fan_10dB.wav,0.45212546,0.5293287,0.27411368,-3.8948674,1395.7216114800633,1632.4728619826471,16.46866201950968,2901.939655172414,0.05768668,0.09126743594348659,0.025714241
/home/konstantis/Nextcloud/ΤΗΜΜΥ/Thesis/Data/ACE/script-output/Dev/Speech/Chromebook/Chromebook_Office_1_2_M9_s3_Fan_0dB.wav,Chromebook_Office_1_2_M9_s3_Fan_0dB.wav,0.48686036,0.6111333,0.27449313,1.160239,1265.3300511261054,1655.2602985178623,15.269227731401124,2630.864448051948,0.07894054,0.07407543628246753,0.017082095
/home/konstantis/Nextcloud/ΤΗΜΜΥ/Thesis/Data/ACE/script-output/Dev/Speech/Chromebook/Chromebook_Office_1_2_M8_s3_Fan_20dB.wav,Chromebook_Office_1_2_M8_s3_Fan_20dB.wav,0.411055,0.43286467,0.24554515,-4.760249,1035.8245563739715,1142.6512820048101,19.085751848788664,2053.7587412587413,0.10816582,0.06859839379370629,0.0058075357
/home/konstantis/Nextcloud/ΤΗΜΜΥ/Thesis/Data/ACE/script-output/Dev/Speech/Chromebook/Chromebook_Office_1_2_M7_s4_Fan_20dB.wav,Chromebook_Office_1_2_M7_s4_Fan_20dB.wav,0.4286956,0.49251398,0.25925228,-8.56523,1168.8231977841715,1420.7621942639248,17.591031472642207,2273.489998950021,0.04313727,0.0810190046199076,0.015475853
/home/konstantis/Nextcloud/ΤΗΜΜΥ/Thesis/Data/ACE/script-output/Dev/Speech/Chromebook/Chromebook_Building_Lobby_2_M8_s4_Ambient_10dB.wav,Chromebook_Building_Lobby_2_M8_s4_Ambient_10dB.wav,0.42859858,0.51492894,0.27019536,-3.596862,1349.2406113453817,1469.6114597482936,16.994013706754792,2709.051724137931,0.0629948,0.0973787251040428,0.017751379
/home/konstantis/Nextcloud/ΤΗΜΜΥ/Thesis/Data/ACE/script-output/Dev/Speech/Chromebook/Chromebook_Office_1_2_M6_s3_Babble_10dB.wav,Chromebook_Office_1_2_M6_s3_Babble_10dB.wav,0.3316679,0.45910957,0.25719744,-7.0941257,1231.1493506186703,1421.0340586441537,19.11551301340922,2584.720477386935,0.090126134,0.08026951162060302,0.0077194204
/home/konstantis/Nextcloud/ΤΗΜΜΥ/Thesis/Data/ACE/script-output/Dev/Speech/Chromebook/Chromebook_Building_Lobby_2_M9_s4_Fan_0dB.wav,Chromebook_Building_Lobby_2_M9_s4_Fan_0dB.wav,0.52077097,0.5885385,0.27645352,-2.353809,1370.5822843834394,1684.9844010237493,15.237846668132718,2863.12659642401,0.036880814,0.0835310155252235,0.024294516
/home/konstantis/Nextcloud/ΤΗΜΜΥ/Thesis/Data/ACE/script-output/Dev/Speech/Chromebook/Chromebook_Office_1_2_M8_s3_Babble_0dB.wav,Chromebook_Office_1_2_M8_s3_Babble_0dB.wav,0.37556672,0.46831504,0.25774878,-2.7106366,1001.684161413635,1219.4850560505556,18.464715432575474,1923.4047202797203,0.11488536,0.06553553868006994,0.00320841
/home/konstantis/Nextcloud/ΤΗΜΜΥ/Thesis/Data/ACE/script-output/Dev/Speech/Chromebook/Chromebook_Building_Lobby_2_M6_s3_Fan_10dB.wav,Chromebook_Building_Lobby_2_M6_s3_Fan_10dB.wav,0.4377558,0.5629436,0.27323002,-3.0601156,1358.0550849769347,1502.5908490979955,16.840844339791314,2783.330716080402,0.07721691,0.0987898476758794,0.020167131
/home/konstantis/Nextcloud/ΤΗΜΜΥ/Thesis/Data/ACE/script-output/Dev/Speech/Chromebook/Chromebook_Office_1_1_M6_s4_Babble_10dB.wav,Chromebook_Office_1_1_M6_s4_Babble_10dB.wav,0.31891653,0.4350439,0.25867176,-9.598392,1107.8991087129714,1330.5007463506674,19.27415289614306,2283.605072463768,0.06621673,0.0708378151419082,0.0057691657
/home/konstantis/Nextcloud/ΤΗΜΜΥ/Thesis/Data/ACE/script-output/Dev/Speech/Chromebook/Chromebook_Building_Lobby_1_M6_s4_Ambient_20dB.wav,Chromebook_Building_Lobby_1_M6_s4_Ambient_20dB.wav,0.38195318,0.4564268,0.2590019,-8.953942,1450.3031955404956,1491.0857952512233,18.340481596923013,2930.314009661836,0.052560683,0.11004845070954106,0.027223062
/home/konstantis/Nextcloud/ΤΗΜΜΥ/Thesis/Data/ACE/script-output/Dev/Speech/Chromebook/Chromebook_Building_Lobby_2_M7_s3_Fan_20dB.wav,Chromebook_Building_Lobby_2_M7_s3_Fan_20dB.wav,0.3829805,0.4484748,0.25536904,-5.340472,1116.3003913407576,1358.615420373638,17.784564489046588,2199.6448863636365,0.104905516,0.0724609375,0.013260286
/home/konstantis/Nextcloud/ΤΗΜΜΥ/Thesis/Data/ACE/script-output/Dev/Speech/Chromebook/Chromebook_Building_Lobby_2_M9_s4_Babble_20dB.wav,Chromebook_Building_Lobby_2_M9_s4_Babble_20dB.wav,0.3903054,0.4681965,0.262139,-9.11342,1269.1363983151962,1445.1314679943916,18.275714889299433,2473.150143678161,0.05756351,0.0863203923212005,0.014329379
/home/konstantis/Nextcloud/ΤΗΜΜΥ/Thesis/Data/ACE/script-output/Dev/Speech/Chromebook/Chromebook_Building_Lobby_2_M8_s4_Fan_20dB.wav,Chromebook_Building_Lobby_2_M8_s4_Fan_20dB.wav,0.41825145,0.4728374,0.26209015,-7.1393757,1308.4398415526086,1346.188400699618,18.129315439300488,2584.37221313912,0.058900803,0.10178080410225922,0.016610673
/home/konstantis/Nextcloud/ΤΗΜΜΥ/Thesis/Data/ACE/script-output/Dev/Speech/Chromebook/Chromebook_Building_Lobby_1_M9_s4_Ambient_10dB.wav,Chromebook_Building_Lobby_1_M9_s4_Ambient_10dB.wav,0.47390097,0.52499974,0.27339873,-3.6530957,1428.6923531458676,1651.3586479326202,16.280794677522834,2952.3068326947637,0.05595528,0.09343320961047254,0.028734002
/home/konstantis/Nextcloud/ΤΗΜΜΥ/Thesis/Data/ACE/script-output/Dev/Speech/Chromebook/Chromebook_Building_Lobby_2_M7_s4_Ambient_0dB.wav,Chromebook_Building_Lobby_2_M7_s4_Ambient_0dB.wav,0.5023829,0.5936111,0.27740476,-1.318421,1428.433457204793,1695.703651390922,15.352678012836629,3037.1036329273416,0.055662133,0.09451061955323393,0.028668439
/home/konstantis/Nextcloud/ΤΗΜΜΥ/Thesis/Data/ACE/script-output/Dev/Speech/Chromebook/Chromebook_Office_1_1_M9_s4_Ambient_0dB.wav,Chromebook_Office_1_1_M9_s4_Ambient_0dB.wav,0.44432268,0.5121796,0.26508772,1.6360813,1449.1711074471775,2049.3746829030006,15.731787372262296,3701.9675925925926,0.080601126,0.05966322936621967,0.010645483
/home/konstantis/Nextcloud/ΤΗΜΜΥ/Thesis/Data/ACE/script-output/Dev/Speech/Chromebook/Chromebook_Office_1_1_M7_s3_Ambient_10dB.wav,Chromebook_Office_1_1_M7_s3_Ambient_10dB.wav,0.35048974,0.46312195,0.25670627,-1.0323308,1151.847699531061,1679.2193110133708,17.315936406608603,2595.6676136363635,0.09884916,0.051865826231060605,0.006224669
/home/konstantis/Nextcloud/ΤΗΜΜΥ/Thesis/Data/ACE/script-output/Dev/Speech/Chromebook/Chromebook_Building_Lobby_1_M7_s4_Babble_0dB.wav,Chromebook_Building_Lobby_1_M7_s4_Babble_0dB.wav,0.40280634,0.5525981,0.27773258,-4.6078534,1436.3072527048482,1630.7608276783715,17.04510828359574,2988.7619435111296,0.06547957,0.09324736356835363,0.021039851
/home/konstantis/Nextcloud/ΤΗΜΜΥ/Thesis/Data/ACE/script-output/Dev/Speech/Chromebook/Chromebook_Building_Lobby_1_M6_s4_Ambient_0dB.wav,Chromebook_Building_Lobby_1_M6_s4_Ambient_0dB.wav,0.44740182,0.59062886,0.2785747,-2.7955,1548.032700913695,1697.8497555577173,15.924766572586524,3286.586654589372,0.03822155,0.11079361035628019,0.03018886
/home/konstantis/Nextcloud/ΤΗΜΜΥ/Thesis/Data/ACE/script-output/Dev/Speech/Chromebook/Chromebook_Office_1_2_M9_s3_Babble_0dB.wav,Chromebook_Office_1_2_M9_s3_Babble_0dB.wav,0.3598861,0.5144789,0.26945955,-4.079238,1047.2237009401815,1398.8146526850385,17.717502249678716,2059.7402597402597,0.08536137,0.0637796773538961,0.0052739047
/home/konstantis/Nextcloud/ΤΗΜΜΥ/Thesis/Data/ACE/script-output/Dev/Speech/Chromebook/Chromebook_Office_1_1_M9_s3_Ambient_10dB.wav,Chromebook_Office_1_1_M9_s3_Ambient_10dB.wav,0.43708533,0.51962876,0.26966283,-2.1654372,1250.6634476381173,1753.5854519358559,16.54584985773489,2905.844155844156,0.0700154,0.05612571022727273,0.008804956
/home/konstantis/Nextcloud/ΤΗΜΜΥ/Thesis/Data/ACE/script-output/Dev/Speech/Chromebook/Chromebook_Office_1_2_M8_s4_Babble_0dB.wav,Chromebook_Office_1_2_M8_s4_Babble_0dB.wav,0.3650855,0.48343298,0.25678268,-4.3077035,1116.062911026121,1339.787698744412,18.239395245884715,2235.322532699168,0.07832875,0.0744689868831748,0.004887125
/home/konstantis/Nextcloud/ΤΗΜΜΥ/Thesis/Data/ACE/script-output/Dev/Speech/Chromebook/Chromebook_Building_Lobby_1_M9_s4_Babble_0dB.wav,Chromebook_Building_Lobby_1_M9_s4_Babble_0dB.wav,0.4036898,0.5306109,0.2779052,-3.7816856,1402.5571724256129,1567.3299119470882,17.12427982859784,2816.6407247765005,0.07788478,0.09287945003192848,0.01820027
/home/konstantis/Nextcloud/ΤΗΜΜΥ/Thesis/Data/ACE/script-output/Dev/Speech/Chromebook/Chromebook_Office_1_2_M6_s4_Fan_20dB.wav,Chromebook_Office_1_2_M6_s4_Fan_20dB.wav,0.37615803,0.4378224,0.24752119,-7.9435506,1302.7943077510151,1428.288260563975,18.562334895308375,2611.7376207729467,0.059658665,0.09224010227958937,0.014705703
/home/konstantis/Nextcloud/ΤΗΜΜΥ/Thesis/Data/ACE/script-output/Dev/Speech/Chromebook/Chromebook_Office_1_1_M7_s4_Ambient_10dB.wav,Chromebook_Office_1_1_M7_s4_Ambient_10dB.wav,0.40776697,0.51008713,0.26601207,-5.066944,1259.1857794379112,1785.4896688072847,16.749117168307688,2902.6013229735404,0.040293034,0.05905332088670726,0.008945737
/home/konstantis/Nextcloud/ΤΗΜΜΥ/Thesis/Data/ACE/script-output/Dev/Speech/Chromebook/Chromebook_Office_1_1_M9_s4_Fan_10dB.wav,Chromebook_Office_1_1_M9_s4_Fan_10dB.wav,0.47412068,0.5356934,0.27376086,-4.7971034,1098.1212421723524,1470.8710887728814,16.604317419973178,2173.192049808429,0.059223287,0.06473998243933589,0.010354889
/home/konstantis/Nextcloud/ΤΗΜΜΥ/Thesis/Data/ACE/script-output/Dev/Speech/Chromebook/Chromebook_Office_1_2_M8_s3_Ambient_10dB.wav,Chromebook_Office_1_2_M8_s3_Ambient_10dB.wav,0.41346678,0.46673182,0.25049928,-0.12968382,1215.8730034795235,1507.0331377255022,18.047036322785818,2614.4012237762236,0.11306256,0.06776182801573427,0.006651991
/home/konstantis/Nextcloud/ΤΗΜΜΥ/Thesis/Data/ACE/script-output/Dev/Speech/Chromebook/Chromebook_Office_1_1_M8_s4_Ambient_10dB.wav,Chromebook_Office_1_1_M8_s4_Ambient_10dB.wav,0.37115216,0.4954124,0.26416472,-2.307934,1292.9563004618794,1656.4880580284807,17.41410835527347,2956.4599435196196,0.06854722,0.06776542527497027,0.007154158
/home/konstantis/Nextcloud/ΤΗΜΜΥ/Thesis/Data/ACE/script-output/Dev/Speech/Chromebook/Chromebook_Building_Lobby_2_M9_s3_Fan_0dB.wav,Chromebook_Building_Lobby_2_M9_s3_Fan_0dB.wav,0.53560704,0.6038906,0.2766924,-1.4080888,1304.8277268820082,1645.3177313875995,15.322171568177946,2705.7224025974024,0.046349127,0.07920302353896104,0.021547211
/home/konstantis/Nextcloud/ΤΗΜΜΥ/Thesis/Data/ACE/script-output/Dev/Speech/Chromebook/Chromebook_Building_Lobby_1_M9_s3_Ambient_20dB.wav,Chromebook_Building_Lobby_1_M9_s3_Ambient_20dB.wav,0.44840115,0.50666136,0.2623137,-6.2670608,1364.4651196604243,1532.1119922953817,17.526695941456524,2715.8279220779223,0.06347281,0.10218268060064935,0.024284706
/home/konstantis/Nextcloud/ΤΗΜΜΥ/Thesis/Data/ACE/script-output/Dev/Speech/Chromebook/Chromebook_Office_1_2_M6_s4_Babble_10dB.wav,Chromebook_Office_1_2_M6_s4_Babble_10dB.wav,0.31752577,0.42659864,0.24955226,-8.966763,1203.6869437845714,1364.6051718235412,19.33321761131108,2452.8381642512077,0.06398051,0.08141912930253623,0.0071201925
/home/konstantis/Nextcloud/ΤΗΜΜΥ/Thesis/Data/ACE/script-output/Dev/Speech/Chromebook/Chromebook_Building_Lobby_2_M7_s4_Ambient_20dB.wav,Chromebook_Building_Lobby_2_M7_s4_Ambient_20dB.wav,0.41899273,0.4916716,0.2615067,-7.848548,1272.380425150089,1487.4841165633743,17.591801436779722,2554.2182906341873,0.049433447,0.09066445624212516,0.020454234
/home/konstantis/Nextcloud/ΤΗΜΜΥ/Thesis/Data/ACE/script-output/Dev/Speech/Chromebook/Chromebook_Building_Lobby_2_M7_s4_Babble_0dB.wav,Chromebook_Building_Lobby_2_M7_s4_Babble_0dB.wav,0.41808406,0.55984366,0.27735174,-3.000042,1469.043375729265,1626.133644485032,17.013775804748956,3042.7833630827386,0.069714256,0.10058901361035279,0.024478277
/home/konstantis/Nextcloud/ΤΗΜΜΥ/Thesis/Data/ACE/script-output/Dev/Speech/Chromebook/Chromebook_Building_Lobby_1_M7_s4_Ambient_10dB.wav,Chromebook_Building_Lobby_1_M7_s4_Ambient_10dB.wav,0.44739345,0.53862274,0.27285993,-5.1962485,1389.889532704312,1621.5172855339615,16.43738973127014,2923.5287169256617,0.043887835,0.09581160915844184,0.025442801
/home/konstantis/Nextcloud/ΤΗΜΜΥ/Thesis/Data/ACE/script-output/Dev/Speech/Chromebook/Chromebook_Office_1_1_M8_s4_Babble_10dB.wav,Chromebook_Office_1_1_M8_s4_Babble_10dB.wav,0.34461886,0.4514527,0.2587804,-8.993119,1091.711026136569,1264.4389867085804,19.08855886545122,2207.3610285374552,0.064005986,0.07129922293029133,0.0044546495
/home/konstantis/Nextcloud/ΤΗΜΜΥ/Thesis/Data/ACE/script-output/Dev/Speech/Chromebook/Chromebook_Building_Lobby_1_M8_s3_Fan_10dB.wav,Chromebook_Building_Lobby_1_M8_s3_Fan_10dB.wav,0.4311929,0.47453237,0.26254562,-2.7415714,1084.7258424507038,1239.0636231239212,17.243569169803052,2035.784527972028,0.0704478,0.07381924715909091,0.007938729
/home/konstantis/Nextcloud/ΤΗΜΜΥ/Thesis/Data/ACE/script-output/Dev/Speech/Chromebook/Chromebook_Building_Lobby_1_M8_s3_Babble_20dB.wav,Chromebook_Building_Lobby_1_M8_s3_Babble_20dB.wav,0.3939719,0.43276408,0.2533796,-11.084387,1069.4274606352838,1075.296686145205,19.60895773908763,1989.9475524475524,0.06495507,0.07965472027972027,0.0060750395
/home/konstantis/Nextcloud/ΤΗΜΜΥ/Thesis/Data/ACE/script-output/Dev/Speech/Chromebook/Chromebook_Building_Lobby_1_M8_s4_Ambient_10dB.wav,Chromebook_Building_Lobby_1_M8_s4_Ambient_10dB.wav,0.4329831,0.51149875,0.2693726,-3.8575203,1315.094933195647,1430.8179114248778,17.14828056607835,2640.899041319857,0.057520464,0.09505430895139715,0.01673389
/home/konstantis/Nextcloud/ΤΗΜΜΥ/Thesis/Data/ACE/script-output/Dev/Speech/Chromebook/Chromebook_Building_Lobby_2_M7_s3_Ambient_0dB.wav,Chromebook_Building_Lobby_2_M7_s3_Ambient_0dB.wav,0.44985923,0.5287811,0.26655796,1.8111142,1293.4917111680206,1647.2063517529966,15.759530759552993,2700.023674242424,0.11406294,0.07314157196969696,0.018606277
/home/konstantis/Nextcloud/ΤΗΜΜΥ/Thesis/Data/ACE/script-output/Dev/Speech/Chromebook/Chromebook_Office_1_1_M6_s3_Fan_10dB.wav,Chromebook_Office_1_1_M6_s3_Fan_10dB.wav,0.43252692,0.4874335,0.26899514,-2.8988268,1191.5902417981217,1444.0917748231598,17.42210970632513,2461.801193467337,0.095934816,0.07762690405150753,0.012026018
/home/konstantis/Nextcloud/ΤΗΜΜΥ/Thesis/Data/ACE/script-output/Dev/Speech/Chromebook/Chromebook_Office_1_1_M6_s4_Fan_10dB.wav,Chromebook_Office_1_1_M6_s4_Fan_10dB.wav,0.33900353,0.4408202,0.25861716,-4.0743136,1096.8589083497156,1402.3816675039693,17.65039663917328,2240.6929347826085,0.06940041,0.05917591334541063,0.0059627783
/home/konstantis/Nextcloud/ΤΗΜΜΥ/Thesis/Data/ACE/script-output/Dev/Speech/Chromebook/Chromebook_Building_Lobby_1_M6_s4_Babble_0dB.wav,Chromebook_Building_Lobby_1_M6_s4_Babble_0dB.wav,0.37293592,0.5189765,0.275016,-4.153422,1431.6695646175733,1560.4049921202113,17.26992854970224,2883.83529589372,0.07695668,0.09628599599939613,0.019337315
/home/konstantis/Nextcloud/ΤΗΜΜΥ/Thesis/Data/ACE/script-output/Dev/Speech/Chromebook/Chromebook_Office_1_2_M8_s4_Fan_10dB.wav,Chromebook_Office_1_2_M8_s4_Fan_10dB.wav,0.43074206,0.46677762,0.2565327,-2.9212854,1237.190550611471,1446.5080328806625,17.145234809409594,2506.001040428062,0.0618343,0.08090344223766349,0.010887906
/home/konstantis/Nextcloud/ΤΗΜΜΥ/Thesis/Data/ACE/script-output/Dev/Speech/Chromebook/Chromebook_Office_1_1_M7_s4_Ambient_0dB.wav,Chromebook_Office_1_1_M7_s4_Ambient_0dB.wav,0.45407307,0.5595203,0.26494223,-0.32596472,1413.0878547645643,2049.519336135768,15.747498016297694,3713.8183798824025,0.054537475,0.05687256372060059,0.010325209
/home/konstantis/Nextcloud/ΤΗΜΜΥ/Thesis/Data/ACE/script-output/Dev/Speech/Chromebook/Chromebook_Office_1_1_M7_s4_Babble_0dB.wav,Chromebook_Office_1_1_M7_s4_Babble_0dB.wav,0.35866135,0.51735926,0.26961002,-6.44369,1072.6027246650353,1449.496370163604,17.757203353284204,2226.457502099958,0.05886613,0.06229964267902142,0.0057046376
/home/konstantis/Nextcloud/ΤΗΜΜΥ/Thesis/Data/ACE/script-output/Dev/Speech/Chromebook/Chromebook_Office_1_1_M6_s3_Babble_10dB.wav,Chromebook_Office_1_1_M6_s3_Babble_10dB.wav,0.34290704,0.44662377,0.2620387,-6.719895,1159.9009502427302,1385.6576830330987,19.153676262461826,2471.105527638191,0.10216319,0.07381634736180905,0.00648911
/home/konstantis/Nextcloud/ΤΗΜΜΥ/Thesis/Data/ACE/script-output/Dev/Speech/Chromebook/Chromebook_Office_1_2_M6_s3_Fan_10dB.wav,Chromebook_Office_1_2_M6_s3_Fan_10dB.wav,0.4256519,0.4952455,0.26104903,-1.1646373,1286.3069611035742,1529.947840421329,16.80949845297318,2694.1347361809044,0.09051217,0.08318693074748744,0.014220768
/home/konstantis/Nextcloud/ΤΗΜΜΥ/Thesis/Data/ACE/script-output/Dev/Speech/Chromebook/Chromebook_Office_1_1_M8_s4_Babble_0dB.wav,Chromebook_Office_1_1_M8_s4_Babble_0dB.wav,0.35579538,0.4932001,0.26375666,-4.6307273,1114.3773471536524,1373.4871407956452,18.170515845869122,2252.0901456599286,0.08207165,0.07022541059750297,0.005339107
/home/konstantis/Nextcloud/ΤΗΜΜΥ/Thesis/Data/ACE/script-output/Dev/Speech/Chromebook/Chromebook_Office_1_2_M8_s3_Ambient_20dB.wav,Chromebook_Office_1_2_M8_s3_Ambient_20dB.wav,0.40299976,0.4312194,0.242645,-4.130354,1125.9196900575105,1290.0320244165011,19.190744995279058,2443.0179195804194,0.1101135,0.06663502513111888,0.0047155246
/home/konstantis/Nextcloud/ΤΗΜΜΥ/Thesis/Data/ACE/script-output/Dev/Speech/Chromebook/Chromebook_Building_Lobby_2_M7_s4_Babble_20dB.wav,Chromebook_Building_Lobby_2_M7_s4_Babble_20dB.wav,0.4010065,0.4791475,0.26086754,-10.819068,1275.669565829495,1442.0528743079867,18.600436313574676,2497.2634922301554,0.049386457,0.09395220298719026,0.01911951
/home/konstantis/Nextcloud/ΤΗΜΜΥ/Thesis/Data/ACE/script-output/Dev/Speech/Chromebook/Chromebook_Office_1_1_M9_s4_Babble_0dB.wav,Chromebook_Office_1_1_M9_s4_Babble_0dB.wav,0.366958,0.5312953,0.2764541,-4.1062546,1095.7785440166615,1436.870389167632,17.71538176140393,2226.911717752235,0.091781035,0.06609382483237548,0.0064136307
